2021/08/19 3,10,13,29,37,38
2021/08/16 2,14,16,24,27,29
2021/08/12 10,22,28,32,34,36
2021/08/09 6,10,23,29,35,38
2021/08/05 1,3,4,7,26,28
2021/08/02 10,11,23,25,30,37
2021/07/29 10,14,22,23,32,35
2021/07/26 12,19,20,26,27,34
2021/07/22 4,5,10,19,29,31
2021/05/31 2,5,7,10,16,36
2021/05/27 4,7,11,23,24,34
2021/05/24 5,11,14,19,33,38
2021/05/20 3,14,15,22,25,36
2021/05/17 1,4,7,12,25,26
2021/05/13 5,6,7,13,19,28
2021/05/10 3,14,22,25,28,30
2021/05/06 6,9,11,23,26,35
2021/05/03 8,16,21,26,31,37
2021/03/11 7,17,21,27,30,31
2021/03/08 3,9,19,23,25,31
2021/03/04 2,11,18,30,31,32
2021/03/01 5,9,10,21,32,38
2021/02/25 3,4,6,16,32,34
2021/02/22 7,13,14,17,21,27
2021/02/18 4,21,24,26,34,35
2021/02/15 2,12,13,16,22,32
2021/02/11 3,9,11,13,14,32
2020/12/21 2,6,12,22,32,33
2020/12/17 2,6,11,16,25,38
2020/12/14 4,6,17,23,30,35
2020/12/10 15,21,29,30,32,34
2020/12/07 3,6,12,15,28,35
2020/12/03 5,7,29,33,34,35
2020/11/30 2,4,14,15,17,21
2020/11/26 1,9,14,28,29,36
2020/11/23 11,13,16,24,26,35
2020/10/01 11,13,15,19,25,33
2020/09/28 8,9,11,18,26,37
2020/09/24 6,13,14,27,32,33
2020/09/21 8,9,15,19,21,34
2020/09/17 9,26,27,28,32,37
2020/09/14 6,22,26,33,37,38
2020/09/10 2,16,20,25,35,38
2020/09/07 9,15,22,31,33,38
2020/09/03 16,18,22,24,25,30
2020/07/13 2,3,11,18,26,31
2020/07/09 3,12,17,24,29,35
2020/07/06 15,24,30,31,32,35
2020/07/02 2,5,7,28,30,38
2020/06/29 1,8,19,26,27,38
2020/06/25 15,17,22,24,27,36
2020/06/22 7,10,21,23,24,27
2020/06/18 6,12,20,25,27,37
2020/06/15 14,16,20,23,28,32
2020/04/23 10,15,16,17,18,26
2020/04/20 5,12,17,20,23,38
2020/04/16 3,6,17,20,25,30
2020/04/13 10,11,18,19,22,37
2020/04/09 1,3,12,16,33,35
2020/04/06 1,14,28,30,31,33
2020/04/02 16,17,19,23,26,37
2020/03/30 9,11,12,31,33,36
2020/03/26 10,14,15,31,33,35
2020/02/03 10,18,24,29,34,35
2020/01/30 16,17,18,31,34,36
2020/01/27 2,14,28,29,33,37
2020/01/23 18,25,26,31,32,35
2020/01/20 12,20,27,29,33,36
2020/01/16 1,9,27,32,35,38
2020/01/13 12,13,18,19,27,28
2020/01/09 1,7,8,15,21,24
2020/01/06 6,14,19,20,23,31
2019/11/14 7,9,15,17,22,28
2019/11/11 9,16,22,25,26,29
2019/11/07 2,18,22,31,32,38
2019/11/04 7,8,13,15,26,30
2019/10/31 2,4,6,12,26,29
2019/10/28 5,18,20,21,26,32
2019/10/24 6,8,19,22,30,32
2019/10/21 5,7,13,20,23,27
2019/10/17 2,4,20,22,35,38
2019/08/26 3,7,18,22,28,35
2019/08/22 2,3,7,9,25,27
2019/08/19 6,10,18,19,29,31
2019/08/15 3,5,17,23,27,31
2019/08/12 2,6,29,31,36,37
2019/08/08 7,8,15,19,34,38
2019/08/05 1,7,14,16,20,30
2019/08/01 11,24,25,31,32,37
2019/07/29 4,7,11,14,29,36
2019/06/06 7,9,14,16,19,21
2019/06/03 20,23,24,29,35,38
2019/05/30 4,6,10,13,36,37
2019/05/27 4,10,13,15,31,35
2019/05/23 3,9,23,27,29,30
2019/05/20 3,15,18,19,22,26
2019/05/16 5,7,8,9,12,25
2019/05/13 5,6,13,17,23,33
2019/05/09 7,8,10,15,17,23
2019/03/18 2,10,11,21,22,28
2019/03/14 4,9,21,23,33,36
2019/03/11 11,15,21,27,28,33
2019/03/07 7,14,19,28,31,34
2019/03/04 2,17,19,21,27,30
2019/02/28 3,4,19,23,26,27
2019/02/25 2,4,8,10,24,30
2019/02/21 5,6,13,33,34,37
2019/02/18 3,4,7,19,24,28
2018/12/27 3,19,24,25,31,37
2018/12/24 3,12,13,19,22,23
2018/12/20 7,12,13,27,28,37
2018/12/17 10,14,18,27,31,32
2018/12/13 2,3,9,18,22,35
2018/12/10 1,6,10,17,33,35
2018/12/06 4,13,16,21,24,38
2018/12/03 7,17,20,21,22,23
2018/11/29 2,10,18,26,28,35
2018/10/08 9,16,21,24,29,36
2018/10/04 6,15,24,26,28,30
2018/10/01 2,18,21,25,31,37
2018/09/27 2,4,23,24,32,38
2018/09/24 6,7,9,22,28,33
2018/09/20 22,25,31,32,34,35
2018/09/17 2,3,12,15,21,24
2018/09/13 14,21,24,29,31,32
2018/09/10 10,22,24,31,33,36
2018/07/19 1,8,24,26,30,37
2018/07/16 5,7,11,19,29,33
2018/07/12 4,12,14,16,25,27
2018/07/09 1,7,10,20,23,24
2018/07/05 3,15,19,22,27,38
2018/07/02 2,4,7,11,19,32
2018/06/28 6,15,18,24,25,28
2018/06/25 6,22,27,33,35,38
2018/06/21 14,19,24,31,34,36
2018/04/30 4,8,12,16,18,22
2018/04/26 8,18,19,26,27,35
2018/04/23 3,7,13,16,21,36
2018/04/19 4,9,15,18,29,33
2018/04/16 19,20,23,24,32,38
2018/04/12 9,10,12,21,24,37
2018/04/09 1,3,13,21,23,38
2018/04/05 6,15,19,34,37,38
2018/04/02 9,18,22,28,29,30
2018/02/08 4,6,11,14,18,24
2018/02/05 9,10,24,25,27,33
2018/02/01 2,13,17,19,26,36
2018/01/29 2,8,26,32,33,37
2018/01/25 9,14,20,29,36,38
2018/01/22 6,9,10,13,28,38
2018/01/18 5,11,16,17,23,38
2018/01/15 6,13,16,26,32,33
2018/01/11 5,8,12,19,25,38
2017/11/20 9,16,18,26,30,37
2017/11/16 1,11,13,20,21,38
2017/11/13 4,15,17,20,25,28
2017/11/09 8,18,19,20,23,37
2017/11/06 1,9,16,21,27,31
2017/11/02 2,9,19,26,29,31
2017/10/30 13,14,19,24,32,38
2017/10/26 5,7,24,26,34,38
2017/10/23 10,11,17,30,33,35
2017/08/31 2,5,8,9,14,18
2017/08/28 4,10,15,16,17,28
2017/08/24 4,12,15,17,22,30
2017/08/21 1,3,17,20,26,31
2017/08/17 9,11,12,13,24,30
2017/08/14 1,8,13,19,30,35
2017/08/10 1,5,12,22,30,32
2017/08/07 4,6,7,22,25,37
2017/08/03 1,17,18,21,25,37
2017/06/12 7,9,15,20,30,31
2017/06/08 1,8,9,11,26,29
2017/06/05 2,4,15,16,25,36
2017/06/01 1,5,8,31,34,35
2017/05/29 1,8,11,13,20,37
2017/05/25 7,15,22,24,26,34
2017/05/22 2,5,10,11,36,38
2017/05/18 1,4,15,17,30,32
2017/05/15 6,11,12,14,27,31
2017/03/23 7,8,14,15,18,29
2017/03/20 3,4,27,29,35,38
2017/03/16 2,8,11,15,20,21
2017/03/13 5,13,14,23,30,32
2017/03/09 6,7,18,20,24,32
2017/03/06 6,7,11,23,25,26
2017/03/02 3,8,14,19,28,34
2017/02/27 18,20,25,32,37,38
2017/02/23 1,2,6,11,16,29
2017/01/02 4,7,9,21,31,34
2016/12/29 8,11,15,17,21,31
2016/12/26 7,11,22,24,31,36
2016/12/22 9,10,16,29,32,38
2016/12/19 6,9,12,23,28,34
2016/12/15 2,4,9,13,33,36
2016/12/12 5,11,15,20,26,31
2016/12/08 1,8,16,18,22,30
2016/12/05 13,23,30,32,33,35
2016/10/13 2,5,6,10,33,36
2016/10/10 7,11,20,29,34,38
2016/10/06 5,7,14,19,33,34
2016/10/03 2,7,26,27,32,36
2016/09/29 2,6,13,20,28,37
2016/09/26 5,10,11,20,22,36
2016/09/22 14,15,19,24,25,37
2016/09/19 7,8,12,15,18,31
2016/09/15 3,4,6,17,29,37
2016/07/25 5,6,14,26,31,38
2016/07/21 13,20,22,23,29,38
2016/07/18 1,9,14,26,30,37
2016/07/14 7,25,27,31,36,37
2016/07/11 5,10,14,31,34,38
2016/07/07 2,5,11,17,23,27
2016/07/04 1,21,29,31,33,34
2016/06/30 6,16,22,23,31,34
2016/06/27 14,18,19,26,27,29
2016/05/05 2,9,14,16,18,19
2016/05/02 9,15,17,18,22,28
2016/04/28 1,6,8,15,24,37
2016/04/25 7,8,10,21,27,34
2016/04/21 13,15,16,23,27,30
2016/04/18 4,8,12,17,21,35
2016/04/14 15,22,28,29,30,38
2016/04/11 2,15,21,23,31,36
2016/04/07 3,6,26,29,33,36
2016/02/15 3,7,9,20,28,32
2016/02/11 1,16,20,25,30,33
2016/02/08 1,4,8,11,19,23
2016/02/04 7,13,22,32,34,37
2016/02/01 3,19,20,26,32,34
2016/01/28 3,9,23,26,30,36
2016/01/25 20,23,24,25,29,32
2016/01/21 6,15,18,22,34,35
2016/01/18 1,16,17,29,30,32
2015/11/26 3,4,5,7,19,38
2015/11/23 1,5,9,15,19,22
2015/11/19 3,5,27,28,35,37
2015/11/16 2,9,15,20,22,23
2015/11/12 1,2,13,15,29,33
2015/11/09 6,7,13,26,28,33
2015/11/05 1,11,12,20,24,37
2015/11/02 3,14,21,25,28,36
2015/10/29 3,10,11,18,19,33
2015/09/07 7,24,25,28,31,34
2015/09/03 3,4,5,15,16,33
2015/08/31 12,15,24,31,36,37
2015/08/27 2,17,23,27,30,34
2015/08/24 13,17,18,22,29,31
2015/08/20 3,7,20,21,24,33
2015/08/17 15,19,23,27,28,33
2015/08/13 6,13,25,27,29,33
2015/08/10 6,16,18,20,24,38
2015/06/18 5,8,13,17,21,38
2015/06/15 4,7,8,25,31,35
2015/06/11 9,24,26,27,37,38
2015/06/08 6,10,11,13,19,28
2015/06/04 3,15,21,24,33,35
2015/06/01 2,23,25,32,34,37
2015/05/28 19,21,22,25,31,33
2015/05/25 4,7,11,25,30,38
2015/05/21 1,6,12,15,25,37
2015/03/30 1,8,10,19,23,24
2015/03/26 6,14,24,26,36,38
2015/03/23 10,12,17,18,27,32
2015/03/19 6,17,30,34,35,38
2015/03/16 5,8,20,22,30,34
2015/03/12 1,2,14,22,27,30
2015/03/09 3,12,16,18,21,36
2015/03/05 2,4,8,13,24,26
2015/03/02 9,11,12,21,31,36
2015/01/08 3,13,17,29,36,38
2015/01/05 1,6,15,23,26,34
2015/01/01 1,3,5,11,17,21
2014/12/29 2,4,9,10,11,37
2014/12/25 3,6,10,14,23,36
2014/12/22 1,4,5,13,19,37
2014/12/18 1,5,18,20,26,29
2014/12/15 5,10,11,15,36,38
2014/12/11 7,12,13,21,24,28
2014/10/20 11,21,25,30,34,37
2014/10/16 9,11,12,20,24,30
2014/10/13 3,19,26,30,33,35
2014/10/09 2,6,7,8,9,38
2014/10/06 15,20,22,25,33,35
2014/10/02 4,12,13,26,31,33
2014/09/29 2,8,15,27,28,36
2014/09/25 10,12,22,26,28,36
2014/09/22 8,15,18,23,31,37
2014/07/31 1,15,17,31,33,38
2014/07/28 5,11,15,16,23,35
2014/07/24 6,17,25,29,35,36
2014/07/21 1,3,4,10,13,37
2014/07/17 16,20,21,27,29,37
2014/07/14 1,18,25,26,37,38
2014/07/10 1,2,10,21,22,31
2014/07/07 4,10,14,30,32,33
2014/07/03 8,10,14,22,31,36
2014/05/12 1,2,5,8,9,29
2014/05/08 9,10,14,19,28,29
2014/05/05 16,24,25,31,32,33
2014/05/01 2,4,5,11,32,33
2014/04/28 1,4,18,26,30,36
2014/04/24 8,14,19,21,30,31
2014/04/21 9,12,13,24,25,34
2014/04/17 1,6,17,19,27,30
2014/04/14 6,22,31,32,33,38
2014/02/20 1,3,10,13,18,30
2014/02/17 8,12,14,17,33,37
2014/02/13 6,8,16,20,35,36
2014/02/10 13,20,25,27,28,33
2014/02/06 2,8,25,29,35,36
2014/02/03 17,19,21,24,28,37
2014/01/30 6,10,11,14,16,30
2014/01/27 8,20,26,28,36,38
2014/01/23 12,26,28,29,31,32
2013/12/02 3,5,28,31,32,35
2013/11/28 16,17,18,28,35,37
2013/11/25 4,12,25,30,33,35
2013/11/21 5,15,21,23,27,35
2013/11/18 3,6,10,31,35,37
2013/11/14 12,18,21,28,36,38
2013/11/11 8,11,13,16,22,24
2013/11/07 1,9,11,13,19,27
2013/11/04 5,7,22,28,31,36
2013/09/12 2,3,8,18,30,37
2013/09/09 2,10,21,26,31,32
2013/09/05 7,10,15,22,32,38
2013/09/02 2,8,13,20,21,29
2013/08/29 3,5,6,28,31,37
2013/08/26 2,4,9,17,35,38
2013/08/22 1,4,14,17,28,34
2013/08/19 5,8,9,18,26,34
2013/08/15 3,7,17,20,28,29
2013/06/24 12,15,22,24,33,37
2013/06/20 1,2,7,11,13,24
2013/06/17 19,22,23,25,29,38
2013/06/13 14,21,32,34,37,38
2013/06/10 3,9,16,30,32,37
2013/06/06 8,9,17,22,34,37
2013/06/03 6,26,34,35,36,37
2013/05/30 7,13,22,23,31,33
2013/05/27 4,7,17,32,33,37
2013/04/04 1,7,30,31,33,38
2013/04/01 1,4,6,12,35,37
2013/03/28 1,6,10,15,19,34
2013/03/25 2,11,15,17,30,36
2013/03/21 9,16,24,34,35,37
2013/03/18 3,4,10,14,16,31
2013/03/14 2,8,11,15,26,34
2013/03/11 3,9,12,14,22,25
2013/03/07 12,15,20,29,32,35
2013/01/14 3,5,10,23,29,30
2013/01/10 2,4,13,16,18,29
2013/01/07 1,10,17,22,24,26
2013/01/03 3,4,6,17,29,35
2012/12/31 15,22,24,28,29,36
2012/12/27 15,16,27,30,35,36
2012/12/24 1,7,10,14,29,30
2012/12/20 1,24,26,29,32,38
2012/12/17 3,12,24,27,32,34
2012/10/25 3,4,7,19,28,30
2012/10/22 5,10,14,19,21,24
2012/10/18 2,8,15,19,22,29
2012/10/15 9,12,16,18,28,29
2012/10/11 1,6,12,23,28,34
2012/10/08 7,29,31,32,35,36
2012/10/04 2,16,17,19,24,28
2012/10/01 7,11,14,16,19,34
2012/09/27 11,13,15,27,29,32
2012/08/06 9,12,17,18,27,33
2012/08/02 18,21,27,29,30,37
2012/07/30 3,10,18,24,29,37
2012/07/26 2,7,10,11,19,33
2012/07/23 5,12,18,33,34,37
2012/07/19 14,23,25,26,30,31
2012/07/16 12,19,23,36,37,38
2012/07/12 10,15,20,22,34,36
2012/07/09 1,6,8,30,32,35
2012/05/17 6,15,21,25,28,29
2012/05/14 4,5,6,16,18,28
2012/05/10 14,20,21,25,32,37
2012/05/07 2,13,18,22,23,25
2012/05/03 4,9,10,15,17,34
2012/04/30 3,5,18,22,27,37
2012/04/26 2,3,4,14,17,35
2012/04/23 1,11,16,17,19,35
2012/04/19 5,10,12,26,35,38
2012/02/27 3,4,10,12,20,23
2012/02/23 8,13,19,30,35,37
2012/02/20 1,2,9,12,14,22
2012/02/16 7,16,23,24,29,34
2012/02/13 4,9,15,24,29,35
2012/02/09 6,12,20,25,28,37
2012/02/06 4,7,14,20,23,38
2012/02/02 1,3,4,8,14,29
2012/01/30 11,17,18,20,27,38
2011/12/08 2,5,8,21,35,37
2011/12/05 4,6,9,21,32,33
2011/12/01 3,16,19,26,31,35
2011/11/28 4,9,18,20,33,35
2011/11/24 4,5,13,16,32,37
2011/11/21 11,12,13,14,25,32
2011/11/17 1,3,13,14,24,30
2011/11/14 11,18,20,21,24,34
2011/11/10 8,19,23,27,32,35
2011/09/19 7,11,24,25,37,38
2011/09/15 1,3,17,18,21,34
2011/09/12 4,6,7,17,32,36
2011/09/08 4,6,8,12,15,21
2011/09/05 7,16,26,27,33,36
2011/09/01 2,10,11,13,27,29
2011/08/29 6,10,15,22,29,35
2011/08/25 1,8,13,14,16,36
2011/08/22 2,3,12,21,25,37
2011/06/30 15,17,19,30,35,38
2011/06/27 4,6,15,23,33,35
2011/06/23 3,20,26,28,30,36
2011/06/20 4,6,10,22,27,34
2011/06/16 8,15,25,29,33,38
2011/06/13 7,9,11,18,31,36
2011/06/09 3,12,13,15,36,37
2011/06/06 10,16,22,36,37,38
2011/06/02 1,4,19,22,30,33
2011/04/11 15,16,21,29,31,33
2011/04/07 6,12,14,20,30,31
2011/04/04 2,25,28,32,33,37
2011/03/31 17,19,31,32,36,38
2011/03/28 3,7,16,24,27,34
2011/03/24 4,19,27,29,35,37
2011/03/21 8,17,18,20,33,37
2011/03/17 1,3,11,14,32,36
2011/03/14 4,5,6,11,18,26
2011/01/20 1,4,10,22,25,31
2011/01/17 1,2,19,25,30,31
2011/01/13 1,6,7,18,28,34
2011/01/10 17,28,29,33,35,36
2011/01/06 3,11,20,22,26,27
2011/01/03 2,6,12,20,36,38
2010/12/30 1,24,29,31,33,38
2010/12/27 3,16,23,28,31,32
2010/12/23 1,4,7,10,19,31
2010/11/01 2,10,12,13,18,29
2010/10/28 15,20,23,25,26,32
2010/10/25 10,11,16,23,33,37
2010/10/21 11,14,18,19,29,38
2010/10/18 4,11,21,23,28,38
2010/10/14 5,20,25,29,35,37
2010/10/11 8,10,11,21,22,34
2010/10/07 1,5,6,17,28,32
2010/10/04 4,10,18,20,32,35
2010/08/12 3,4,8,15,35,38
2010/08/09 4,7,14,18,31,35
2010/08/05 14,22,24,27,29,37
2010/08/02 3,5,17,21,22,24
2010/07/29 8,14,18,21,36,38
2010/07/26 5,14,27,31,34,36
2010/07/22 5,8,14,16,35,37
2010/07/19 12,15,16,19,26,38
2010/07/15 2,11,14,22,23,29
2010/05/24 1,3,12,16,24,29
2010/05/20 12,13,14,19,35,38
2010/05/17 1,2,3,29,33,35
2010/05/13 7,11,14,23,31,34
2010/05/10 17,18,23,26,28,29
2010/05/06 3,11,13,23,30,32
2010/05/03 1,4,9,16,27,33
2010/04/29 10,12,16,21,28,29
2010/04/26 3,8,21,33,35,38
2010/03/04 10,16,18,24,34,38
2010/03/01 3,10,12,14,19,37
2010/02/25 9,26,32,33,37,38
2010/02/22 3,11,17,23,24,34
2010/02/18 2,4,11,14,24,36
2010/02/15 2,12,23,26,28,29
2010/02/11 6,13,16,18,19,34
2010/02/08 7,12,16,17,19,21
2010/02/04 10,16,17,20,25,38
2009/12/14 4,5,10,16,17,20
2009/12/10 11,12,19,22,23,28
2009/12/07 4,5,12,25,34,38
2009/12/03 17,18,22,24,25,30
2009/11/30 1,6,10,17,19,28
2009/11/26 13,20,21,24,30,36
2009/11/23 1,2,15,16,26,29
2009/11/19 5,10,21,22,26,35
2009/11/16 10,15,18,23,30,34
2009/09/24 2,6,14,30,33,34
2009/09/21 4,7,9,10,16,33
2009/09/17 3,6,22,24,31,32
2009/09/14 3,6,8,15,24,31
2009/09/10 1,11,13,18,23,24
2009/09/07 1,10,13,18,19,24
2009/09/03 1,7,10,11,16,28
2009/08/31 4,8,18,25,30,33
2009/08/27 1,4,7,16,18,30
2009/07/06 3,4,5,9,24,33
2009/07/02 6,15,16,27,34,37
2009/06/29 1,14,20,21,25,26
2009/06/25 6,10,25,31,35,38
2009/06/22 4,13,14,16,21,29
2009/06/18 5,16,17,24,34,38
2009/06/15 3,10,17,19,23,25
2009/06/11 1,4,16,18,20,32
2009/06/08 6,7,18,26,27,31
2009/04/16 6,10,14,15,16,17
2009/04/13 2,14,16,19,27,35
2009/04/09 3,8,10,14,29,30
2009/04/06 7,9,10,11,19,32
2009/04/02 7,14,21,27,32,34
2009/03/30 14,20,31,35,36,37
2009/03/26 9,10,25,26,32,34
2009/03/23 3,4,9,25,34,37
2009/03/19 5,8,20,24,28,36
2009/01/26 2,6,17,18,29,34
2009/01/22 7,10,11,23,24,35
2009/01/19 1,3,4,12,21,31
2009/01/15 3,15,17,28,29,37
2009/01/12 9,13,14,23,29,36
2009/01/08 4,5,12,18,24,28
2009/01/05 5,24,27,28,29,32
2009/01/01 1,11,25,28,35,36
2008/12/29 2,10,15,19,28,31
2008/11/06 1,5,12,27,34,38
2008/11/03 4,8,9,18,23,36
2008/10/30 8,11,16,22,28,35
2008/10/27 4,5,9,22,28,30
2008/10/23 1,6,14,17,26,38
2008/10/20 7,10,17,28,32,36
2008/10/16 2,3,18,33,36,37
2008/10/13 2,9,10,14,15,26
2008/10/09 20,25,26,32,36,37
2008/08/18 7,17,20,23,28,30
2008/08/14 2,5,8,18,28,32
2008/08/11 5,7,8,10,11,17
2008/08/07 7,10,11,20,29,30
2008/08/04 10,24,26,33,34,38
2008/07/31 1,6,8,10,36,38
2008/07/28 9,10,21,26,30,33
2008/07/24 7,13,24,25,36,38
2008/07/21 8,9,26,28,31,36
2008/05/29 4,7,10,11,18,28
2008/05/26 3,26,32,34,37,38
2008/05/22 3,13,22,26,33,38
2008/05/19 12,17,20,22,30,33
2008/05/15 10,12,18,21,24,35
2008/05/12 7,11,13,14,23,24
2008/05/08 3,5,7,16,21,22
2008/05/05 2,4,18,29,33,34
2008/05/01 2,6,13,14,23,38
2008/03/10 6,7,11,19,22,25
2008/03/06 8,11,22,26,34,36
2008/03/03 13,14,24,25,26,35
2008/02/28 6,13,16,29,33,36
2008/02/25 9,15,16,34,36,37
2008/02/21 1,20,22,23,29,38
2008/02/18 5,7,15,28,35,37
2008/02/14 7,13,28,33,35,38
2008/02/11 2,4,11,22,23,25
